,PseudoTime1,PseudoTime2
E185_715,0.89474,
E1210_186,0.23183,
E211_607,0.7594,
E738_792,,0.9912299999999999
E1281_410,0.51253,
E1132_63,0.07769,
E488_373,,0.46617
E665_109,0.13534000000000002,
E279_713,0.89223,
E1961_521,,0.65163
E1851_513,0.6416,
E653_764,0.95614,
E1261_375,0.46867,
E810_399,0.49875,
E703_119,,0.14787
E150_56,,0.06892000000000001
E730_527,0.65915,
E119_630,0.78822,
E166_162,0.20175,
E312_468,0.58521,
E66_379,0.47368000000000005,
E445_58,0.07143,
E58_45,0.055139999999999995,
E345_240,,0.2995
E1458_639,0.7995,
E623_442,0.5526300000000001,
E25_469,,0.5864699999999999
E842_200,0.24936999999999998,
E1484_404,0.5050100000000001,
E1584_244,0.30451,
E183_524,,0.6553899999999999
E1809_785,,0.98246
E1258_84,,0.10400999999999999
E1248_108,0.13409000000000001,
E4_561,0.70175,
E1019_47,0.05764,
E928_609,,0.7619
E450_574,0.71805,
E1498_15,,0.01754
E643_539,0.67419,
E296_342,0.42732,
E837_473,,0.59148
E988_391,0.48872,
E448_275,,0.34336
E1685_558,0.69799,
E1906_124,0.15414,
E1277_466,0.5827100000000001,
E1551_495,,0.61905
E834_261,,0.32581
E969_262,0.32706999999999997,
E897_63,,0.07769
E1900_111,0.13784000000000002,
E124_368,0.4599,
E149_725,0.90727,
E1808_657,0.82206,
E974_756,,0.9461200000000001
E648_250,,0.31203000000000003
E1842_783,0.97995,
E180_682,0.8533799999999999,
E827_279,,0.34836999999999996
E461_479,0.599,
E1896_483,,0.60401
E712_237,,0.29574
E1318_346,0.43233,
E1098_326,0.40726999999999997,
E1408_517,,0.64662
E654_356,,0.44486000000000003
E1951_534,0.66792,
E111_377,0.47118000000000004,
E1305_230,0.28697,
E1144_24,,0.02882
E1744_789,0.9874700000000001,
E656_239,0.29825,
E1653_748,,0.93609
E1450_747,0.93484,
E1035_722,0.90351,
E812_198,0.24686999999999998,
E1468_675,,0.8446100000000001
E1410_129,0.1604,
E923_240,,0.2995
E10_142,0.17669,
E26_493,0.61654,
E1621_72,0.08897000000000001,
E1978_785,0.98246,
E1721_384,0.47995,
E370_181,,0.22555999999999998
E1941_526,0.65789,
E401_246,0.30701999999999996,
E1139_486,0.60777,
E679_201,,0.25063
E1702_574,0.71805,
E1319_325,0.40602,
E1975_530,0.66291,
E1429_161,0.2005,
E142_359,0.44861999999999996,
E1567_155,0.19297999999999998,
E1610_585,,0.73183
E614_170,0.21178000000000002,
E1320_227,,0.28321
E1959_538,,0.67293
E399_302,,0.37719
E456_336,,0.4198
E1548_237,0.29574,
E1839_589,0.7368399999999999,
E256_365,0.45614,
E724_36,0.04386,
E1892_680,,0.85088
E433_606,0.75815,
E543_396,,0.49499
E1216_685,,0.85714
E1334_553,,0.6917300000000001
E235_283,,0.35338
E1637_765,0.95739,
E952_626,0.7832100000000001,
E607_509,0.63659,
E1764_567,0.70927,
E1504_361,0.45113000000000003,
E958_63,,0.07769
E245_156,0.19424,
E228_268,0.33459,
E1287_603,0.75439,
E1384_345,0.43108,
E1152_404,0.5050100000000001,
E1629_85,,0.10525999999999999
E1340_423,0.52882,
E1844_697,0.87218,
E52_740,0.9260700000000001,
E1743_586,,0.7330800000000001
E757_146,0.1817,
E1286_477,0.59649,
E1446_409,0.5112800000000001,
E1464_707,0.88471,
E440_632,0.79073,
E989_451,0.56391,
E992_28,0.03383,
E526_485,0.60652,
E199_106,,0.13158
E1910_232,0.28947,
E1018_746,,0.93358
E1897_13,,0.015040000000000001
E69_483,0.60401,
E1853_473,,0.59148
E1879_707,,0.88471
E846_367,,0.45865
E229_571,,0.71429
E437_560,0.7005,
E1601_294,0.36717,
E1127_187,,0.23308
E1253_423,0.52882,
E735_239,,0.29825
E727_212,0.26441,
E187_493,0.61654,
E1612_640,0.80075,
E944_764,,0.95614
E1186_624,0.7807,
E1823_477,0.59649,
E667_734,0.91855,
E28_78,0.09648999999999999,
E1757_715,,0.89474
E0_186,0.23183,
E568_411,,0.51378
E1469_178,0.2218,
E1547_225,0.2807,
E1996_155,0.19297999999999998,
E1262_270,0.33709,
E1672_785,0.98246,
E390_550,,0.68797
E1016_374,,0.46742
E1053_281,,0.35088
E1374_713,,0.89223
E800_33,,0.0401
E713_242,0.30201,
E725_120,0.14912,
E1778_389,,0.48622
E1803_150,0.18672,
E995_95,0.11779,
E685_181,0.22555999999999998,
E1163_547,,0.68421
E789_715,,0.89474
E132_53,0.06516,
E102_560,0.7005,
E613_14,0.01629,
E797_450,0.56266,
E1930_773,,0.9674200000000001
E1187_738,,0.92356
E1592_749,0.93734,
E410_408,0.51003,
E1342_182,,0.22682
E1884_211,,0.26316
E688_576,0.72055,
E1495_135,0.16792,
E61_571,0.71429,
E1554_701,0.8771899999999999,
E739_764,0.95614,
E993_786,,0.9837100000000001
E828_789,,0.9874700000000001
E122_451,0.56391,
E123_32,0.03885,
E1593_492,0.61529,
E1212_517,,0.64662
E1565_238,0.29699000000000003,
E254_570,0.71303,
E475_752,,0.9411
E361_686,0.8584,
E73_709,0.8872200000000001,
E109_62,0.07644,
E686_637,0.79699,
E1964_653,,0.81704
E1358_90,,0.11152999999999999
E801_296,,0.36967
E1064_667,,0.8345899999999999
E394_318,,0.39724
E47_15,0.01754,
E179_114,,0.1416
E1070_201,0.25063,
E1120_512,,0.64035
E1309_244,0.30451,
E78_78,0.09648999999999999,
E1558_413,0.5162899999999999,
E1716_317,,0.39599
E1476_221,0.27569,
E522_453,0.56642,
E158_610,,0.7631600000000001
E1854_663,0.82957,
E1913_355,,0.44361000000000006
E134_48,0.0589,
E498_218,,0.27193
E101_646,,0.8082699999999999
E580_81,0.10025,
E980_91,,0.11277999999999999
E15_786,0.9837100000000001,
E1449_220,,0.27444
E81_447,0.5589,
E978_548,0.6854600000000001,
E1448_406,0.50752,
E1296_334,0.41728999999999994,
E1611_445,0.5563899999999999,
E1980_111,0.13784000000000002,
E1969_712,0.8909799999999999,
E1017_90,0.11152999999999999,
E1708_14,0.01629,
E918_235,0.29323,
E517_503,0.62907,
E1586_421,0.52632,
E1577_762,0.95363,
E1008_716,0.89599,
E1141_707,,0.88471
E383_410,0.51253,
E1327_10,0.01128,
E510_350,0.43733999999999995,
E530_550,0.68797,
E120_287,0.3584,
E509_759,0.9498700000000001,
E1669_178,,0.2218
E1718_738,0.92356,
E1698_666,,0.8333299999999999
E1885_556,0.6954899999999999,
E278_663,,0.82957
E1867_656,0.8208,
E403_196,0.24436,
E1814_757,0.94737,
E483_324,0.40476,
E325_434,,0.54261
E987_507,0.6340899999999999,
E233_679,0.84962,
E1850_405,,0.50627
E148_110,,0.13659000000000002
E1076_657,,0.82206
E14_212,,0.26441
E880_474,,0.59273
E1521_254,0.31704,
E1101_72,0.08897000000000001,
E1442_616,0.77068,
E728_456,,0.57018
E5_214,0.26692,
E1292_769,0.96241,
E1970_90,0.11152999999999999,
E1149_285,,0.35589
E878_277,0.34586,
E221_782,0.9787,
E1771_283,0.35338,
E773_289,0.3609,
E1117_55,0.06767000000000001,
E1935_606,0.75815,
E584_411,,0.51378
E1341_528,0.6604,
E831_346,0.43233,
E583_291,,0.36341
E75_211,0.26316,
E906_592,,0.7406
E1324_629,,0.78697
E1067_719,0.89975,
E1533_565,0.70677,
E1667_248,0.30951999999999996,
E1111_743,,0.9298200000000001
E395_203,0.25313,
E1297_282,0.35213,
E1902_729,,0.91228
E251_354,0.44236000000000003,
E339_289,,0.3609
E1514_178,0.2218,
E1557_735,,0.9198
E733_551,0.6892199999999999,
E750_677,,0.8471200000000001
E1662_798,,0.99875
E1915_289,0.3609,
E1454_225,0.2807,
E1909_598,0.74812,
E1024_315,0.39348,
E426_439,0.54887,
E378_185,0.23058,
E1817_478,0.5977399999999999,
E629_403,0.50376,
E42_529,,0.66165
E638_442,,0.5526300000000001
E262_92,0.11404,
E1060_107,0.13283,
E405_192,,0.23935
E1532_220,,0.27444
E1237_677,,0.8471200000000001
E1711_204,0.25439,
E255_117,0.14536,
E1368_663,0.82957,
E79_442,,0.5526300000000001
E1538_227,0.28321,
E1768_409,0.5112800000000001,
E1401_270,0.33709,
E1478_797,,0.99749
E154_244,,0.30451
E556_166,0.20676999999999998,
E1581_413,0.5162899999999999,
E547_726,0.9085200000000001,
E641_360,,0.44987
E330_753,0.9423600000000001,
E1006_189,0.23559000000000002,
E1660_448,0.56015,
E1345_214,0.26692,
E696_74,0.09147999999999999,
E914_34,0.04135,
E1366_246,,0.30701999999999996
E1866_743,0.9298200000000001,
E726_757,0.94737,
E1288_23,0.027569999999999997,
E1213_501,0.62657,
E487_45,0.055139999999999995,
E1013_46,,0.056389999999999996
E493_77,0.09523999999999999,
E1616_500,0.62531,
E197_396,0.49499,
E1676_316,,0.39474000000000004
E716_237,0.29574,
E1113_753,0.9423600000000001,
E2_528,0.6604,
E565_219,,0.27318000000000003
E1958_358,0.44737,
E1121_576,0.72055,
E1688_789,,0.9874700000000001
E1038_603,0.75439,
E858_593,,0.74185
E536_173,,0.21554
E1169_435,0.54386,
E1439_756,0.9461200000000001,
E7_767,0.9599,
E250_282,,0.35213
E1974_654,0.8183,
E531_407,0.50877,
E1745_311,,0.38847
E1903_226,0.28195,
E700_697,0.87218,
E444_301,0.37594,
E354_748,,0.93609
E1671_700,0.8759399999999999,
E1775_647,0.80952,
E373_335,0.41855,
E1828_516,0.64536,
E1264_778,,0.9736799999999999
E860_21,,0.02506
E867_474,0.59273,
E1483_136,,0.16917000000000001
E775_356,0.44486000000000003,
E1962_454,0.56767,
E1158_698,,0.8734299999999999
E668_327,,0.40852
E286_464,0.5802,
E505_448,,0.56015
E574_614,,0.76817
E1001_158,,0.19674
E1955_609,0.7619,
E1925_685,0.85714,
E1881_536,,0.67043
E1772_352,0.43985,
E839_651,,0.8145399999999999
E1044_91,0.11277999999999999,
E1224_240,,0.2995
E247_282,0.35213,
E1493_362,0.45238,
E748_730,,0.91353
E1332_735,0.9198,
E1447_726,0.9085200000000001,
E473_297,0.37093000000000004,
E1927_406,,0.50752
E1249_355,0.44361000000000006,
E902_97,0.1203,
E605_632,0.79073,
E1131_271,,0.33835
E581_279,0.34836999999999996,
E145_511,,0.6391
E736_649,,0.81203
E1890_39,,0.047619999999999996
E512_212,,0.26441
E136_215,0.26816999999999996,
E341_786,0.9837100000000001,
E68_64,0.07895,
E833_359,0.44861999999999996,
E1737_245,0.30576,
E1012_1,0.0,
E701_193,,0.2406
E216_361,0.45113000000000003,
E981_109,0.13534000000000002,
E1473_88,0.10902,
E1057_592,0.7406,
E873_60,0.07393,
E1770_633,,0.79198
E855_729,0.91228,
E1714_470,0.58772,
E593_362,,0.45238
E541_30,0.03634,
E1829_468,0.58521,
E392_92,0.11404,
E1180_416,,0.52005
E631_347,0.43358,
E243_23,,0.027569999999999997
E1789_20,0.023809999999999998,
E549_538,0.67293,
E1979_389,0.48622,
E1633_593,,0.74185
E1025_637,0.79699,
E558_789,0.9874700000000001,
E732_419,0.52381,
E155_686,0.8584,
E1145_599,,0.74937
E45_653,0.81704,
E752_724,,0.90602
E1769_521,,0.65163
E43_79,0.09774,
E606_322,0.40226,
E1043_439,0.54887,
E371_790,0.98872,
E1525_336,,0.4198
E513_787,,0.9849600000000001
E820_643,,0.8045100000000001
E1668_59,0.07268,
E1496_489,0.61153,
E1497_421,0.52632,
E1239_171,,0.21303000000000002
E1245_515,0.6441100000000001,
E506_744,0.9310799999999999,
E916_451,,0.56391
E1456_594,0.74311,
E253_404,,0.5050100000000001
E1049_343,0.42857,
E1168_786,,0.9837100000000001
E1765_521,,0.65163
E1695_416,0.52005,
E343_799,1.0,
E520_445,0.5563899999999999,
E785_777,0.9724299999999999,
E1000_738,0.92356,
E1080_578,0.72306,
E1505_557,0.6967399999999999,
E96_103,,0.12782000000000002
E554_478,0.5977399999999999,
E1208_175,,0.21805
E1599_41,0.05013,
E1805_488,0.61028,
E482_465,,0.58145
E518_608,,0.76065
E201_328,,0.40976999999999997
E1116_793,0.9924799999999999,
E1037_411,0.51378,
E1192_205,0.25564000000000003,
E95_757,0.94737,
E1821_37,0.045110000000000004,
E753_372,,0.46491000000000005
E1310_42,0.051379999999999995,
E1524_610,0.7631600000000001,
E411_415,,0.5188
E207_374,,0.46742
E1712_763,,0.95489
E1784_169,,0.21053000000000002
E1830_722,,0.90351
E1197_8,,0.00877
E225_362,0.45238,
E1813_436,,0.54511
E1138_444,,0.55514
E744_471,0.58897,
E1704_474,0.59273,
E1188_587,0.73434,
E1510_105,0.13033,
E1396_39,0.047619999999999996,
E1646_330,,0.41228000000000004
E1620_768,0.96115,
E578_696,0.87093,
E139_617,,0.77193
E608_748,,0.93609
E177_133,,0.16541
E264_80,0.099,
E1205_779,0.9749399999999999,
E1758_482,0.6027600000000001,
E1780_318,,0.39724
E587_380,0.47494,
E1792_433,0.54135,
E1381_740,0.9260700000000001,
E895_683,,0.85464
E886_355,0.44361000000000006,
E1195_559,0.69925,
E36_274,0.34210999999999997,
E821_505,0.63158,
E23_426,0.53258,
E1824_357,0.44611999999999996,
E600_43,,0.052629999999999996
E1810_283,0.35338,
E1046_578,0.72306,
E1820_531,0.6641600000000001,
E1302_293,0.36591,
E751_79,,0.09774
E1086_90,,0.11152999999999999
E1371_457,0.57143,
E319_344,0.42982,
E818_667,0.8345899999999999,
E1488_468,,0.58521
E1363_293,,0.36591
E813_440,,0.55013
E1857_284,0.35464,
E612_286,0.35714,
E921_209,0.26065,
E1271_507,,0.6340899999999999
E1499_456,0.57018,
E1686_552,,0.69048
E1472_377,0.47118000000000004,
E1786_635,0.7944899999999999,
E1634_733,0.9172899999999999,
E1796_690,0.86341,
E1095_526,0.65789,
E1945_139,0.17293,
E451_223,0.2782,
E1386_593,0.74185,
E754_190,0.23684000000000002,
E756_421,,0.52632
E770_354,0.44236000000000003,
E1555_475,,0.5939800000000001
E1023_585,0.73183,
E1389_689,0.86216,
E611_77,0.09523999999999999,
E1431_63,0.07769,
E795_226,0.28195,
E404_306,0.38221,
E477_668,0.8358399999999999,
E1763_528,0.6604,
E1128_42,0.051379999999999995,
E1108_123,,0.15288
E1519_253,0.31579,
E588_554,,0.69298
E1317_795,,0.9949899999999999
E1799_425,0.53133,
E288_425,,0.53133
E1873_526,0.65789,
E1165_633,,0.79198
E684_242,,0.30201
E1422_130,0.16165,
E1090_733,0.9172899999999999,
E1091_416,0.52005,
E1423_295,0.36841999999999997,
E1632_680,0.85088,
E576_177,,0.22055
E322_596,,0.74561
E1003_399,0.49875,
E1563_181,0.22555999999999998,
E1607_109,0.13534000000000002,
E1931_773,0.9674200000000001,
E97_65,0.0802,
E714_241,0.30075,
E1943_738,0.92356,
E1966_8,0.00877,
E1425_497,0.62155,
E1878_644,0.80576,
E458_712,0.8909799999999999,
E480_99,0.12280999999999999,
E913_487,0.60902,
E1036_80,0.099,
E539_746,0.93358,
E1597_651,0.8145399999999999,
E1833_466,0.5827100000000001,
E1986_776,,0.9711799999999999
E786_741,0.92732,
E1170_204,0.25439,
E676_77,0.09523999999999999,
E17_146,,0.1817
E1665_343,0.42857,
E1942_420,0.5250600000000001,
E376_358,,0.44737
E1761_99,,0.12280999999999999
E636_72,0.08897000000000001,
E582_314,0.39223,
E337_343,0.42857,
E1424_677,0.8471200000000001,
E1613_16,0.0188,
E1191_260,0.32456,
E1229_744,0.9310799999999999,
E1511_242,0.30201,
E400_221,0.27569,
E416_716,0.89599,
E788_231,,0.28822
E901_441,,0.55138
E847_738,0.92356,
E232_519,,0.64912
E1160_257,0.3208,
E1452_28,,0.03383
E910_681,0.8521299999999999,
E186_98,0.12155,
E690_108,0.13409000000000001,
E1291_14,0.01629,
E212_520,0.6503800000000001,
E1756_707,0.88471,
E1540_544,0.68045,
E1274_167,0.20801999999999998,
E112_748,0.93609,
E161_454,0.56767,
E357_450,0.56266,
E171_80,0.099,
E814_387,0.48371000000000003,
E615_475,0.5939800000000001,
E1266_610,,0.7631600000000001
E294_85,0.10525999999999999,
E1369_87,0.10777,
E1323_328,0.40976999999999997,
E474_26,,0.031330000000000004
E798_747,0.93484,
E99_87,,0.10777
E1477_514,0.64286,
E1952_405,0.50627,
E143_59,0.07268,
E1172_632,0.79073,
E1159_134,0.16667,
E365_107,0.13283,
E457_402,,0.50251
E1643_368,0.4599,
E954_724,,0.90602
E763_270,0.33709,
E333_667,,0.8345899999999999
E1238_717,0.8972399999999999,
E1365_303,,0.37845
E1907_592,,0.7406
E1115_589,0.7368399999999999,
E1631_381,,0.47618999999999995
E1455_202,,0.25188
E707_757,,0.94737
E1766_271,0.33835,
E635_767,0.9599,
E104_96,,0.11905
E1992_459,0.57393,
E1054_692,0.8659100000000001,
E1564_273,0.34085,
E1697_503,,0.62907
E637_681,0.8521299999999999,
E1985_397,,0.49623999999999996
E301_343,0.42857,
E1123_408,,0.51003
E182_401,0.50125,
E777_94,0.11654,
E1299_745,0.9323299999999999,
E135_574,,0.71805
E1552_81,,0.10025
E347_397,,0.49623999999999996
E925_740,0.9260700000000001,
E922_52,,0.06391000000000001
E591_681,0.8521299999999999,
E619_325,0.40602,
E281_710,,0.8884700000000001
E188_110,,0.13659000000000002
E1142_171,0.21303000000000002,
E206_618,0.77318,
E1794_377,0.47118000000000004,
E114_90,0.11152999999999999,
E1647_714,0.8934799999999999,
E1720_708,0.8859600000000001,
E1335_9,0.010029999999999999,
E1868_620,0.77569,
E1752_286,0.35714,
E1736_495,0.61905,
E1300_751,0.93985,
E1760_401,,0.50125
E389_742,0.9285700000000001,
E397_291,,0.36341
E1010_96,0.11905,
E1413_315,0.39348,
E170_791,0.9899700000000001,
E1583_552,,0.69048
E1356_700,0.8759399999999999,
E467_361,0.45113000000000003,
E1105_654,0.8183,
E1566_228,,0.28446
E266_774,,0.96867
E692_102,,0.12657000000000002
E1135_588,0.73559,
E72_163,,0.20301
E1940_610,0.7631600000000001,
E822_285,0.35589,
E869_379,0.47368000000000005,
E1089_767,0.9599,
E1658_545,0.6817,
E845_665,0.8320799999999999,
E1641_542,,0.67794
E1991_338,0.42231,
E1691_564,0.7055100000000001,
E428_384,,0.47995
E1301_80,0.099,
E22_436,0.54511,
E546_544,0.68045,
E1380_778,0.9736799999999999,
E1864_283,0.35338,
E447_708,0.8859600000000001,
E381_797,0.99749,
E1707_791,0.9899700000000001,
E566_306,0.38221,
E1457_133,0.16541,
E964_423,0.52882,
E30_402,,0.50251
E107_245,0.30576,
E982_373,,0.46617
E349_112,,0.1391
E1911_743,0.9298200000000001,
E871_427,0.53383,
E645_334,,0.41728999999999994
E317_265,0.33083,
E1252_217,0.27068000000000003,
E856_489,0.61153,
E209_725,0.90727,
E220_335,0.41855,
E1176_575,0.7193,
E1852_619,,0.77444
E1506_324,0.40476,
E1559_392,,0.48996999999999996
E3_154,,0.19172999999999998
E1876_8,0.00877,
E1479_276,0.34460999999999997,
E904_262,0.32706999999999997,
E1715_591,0.73935,
E1182_771,,0.96491
E1362_707,0.88471,
E663_318,0.39724,
E1929_540,,0.6754399999999999
E321_223,,0.2782
E284_478,,0.5977399999999999
E307_485,,0.60652
E1640_123,0.15288,
E1236_214,0.26692,
E1126_747,0.93484,
E453_666,0.8333299999999999,
E1250_274,0.34210999999999997,
E680_710,,0.8884700000000001
E175_728,0.9110299999999999,
E55_731,0.91479,
E269_198,0.24686999999999998,
E572_165,0.20551,
E1394_130,,0.16165
E1654_219,,0.27318000000000003
E1618_758,0.94862,
E887_311,0.38847,
E1791_722,0.90351,
E1432_396,,0.49499
E195_565,,0.70677
E98_708,0.8859600000000001,
E1088_433,0.54135,
E1099_162,,0.20175
E651_455,0.56892,
E1471_335,,0.41855
E350_693,,0.8671700000000001
E1700_700,,0.8759399999999999
E1082_763,0.95489,
E1164_579,0.72431,
E1827_723,0.90476,
E1175_15,0.01754,
E468_50,0.0614,
E1146_489,,0.61153
E1440_671,0.8396,
E888_773,0.9674200000000001,
E516_24,,0.02882
E1102_86,0.10652,
E1242_445,0.5563899999999999,
E423_760,0.9511299999999999,
E1590_564,0.7055100000000001,
E1174_306,,0.38221
E1041_136,0.16917000000000001,
E486_331,0.41353,
E1257_560,,0.7005
E1052_156,,0.19424
E1746_624,0.7807,
E666_603,0.75439,
E1388_778,,0.9736799999999999
E618_52,,0.06391000000000001
E760_327,0.40852,
E1109_50,0.0614,
E835_749,0.93734,
E1136_41,0.05013,
E252_443,,0.55388
E832_261,0.32581,
E939_375,0.46867,
E1451_632,,0.79073
E366_665,,0.8320799999999999
E1934_28,0.03383,
E1837_50,,0.0614
E1222_11,,0.01253
E1957_622,0.7782,
E358_729,0.91228,
E844_401,0.50125,
E242_398,0.49749,
E108_305,0.38095,
E1680_785,,0.98246
E759_369,,0.46115
E276_55,,0.06767000000000001
E306_258,0.32206,
E297_315,0.39348,
E1162_651,0.8145399999999999,
E930_17,0.02005,
E1243_283,0.35338,
E965_146,0.1817,
E495_736,0.92105,
E1328_145,,0.18045
E1627_572,,0.71554
E1075_362,0.45238,
E1307_457,0.57143,
E295_521,,0.65163
E27_466,,0.5827100000000001
E1418_414,,0.51754
E226_223,,0.2782
E521_368,,0.4599
E1485_11,0.01253,
E65_649,0.81203,
E1196_180,0.22430999999999998,
E1575_487,,0.60902
E1056_673,0.84211,
E1815_417,,0.5213
E1894_443,0.55388,
E422_540,0.6754399999999999,
E1856_712,0.8909799999999999,
E320_249,,0.31078
E84_89,,0.11027999999999999
E189_297,0.37093000000000004,
E1508_796,0.99624,
E77_646,0.8082699999999999,
E40_427,,0.53383
E1436_70,0.08647,
E1336_125,0.15539,
E41_2,0.00125,
E1537_305,,0.38095
E500_599,,0.74937
E86_749,0.93734,
E1788_397,0.49623999999999996,
E1427_287,0.3584,
E1350_363,,0.45363000000000003
E767_565,,0.70677
E722_531,0.6641600000000001,
E644_353,0.4411,
E20_534,0.66792,
E292_303,,0.37845
E37_733,0.9172899999999999,
E280_435,,0.54386
E434_713,,0.89223
E126_565,0.70677,
E1922_602,0.75313,
E60_339,0.42356000000000005,
E1167_683,,0.85464
E634_97,0.1203,
E931_678,0.8483700000000001,
E1972_319,0.3985,
E1184_283,,0.35338
E1039_765,,0.95739
E1835_788,0.9862200000000001,
E1626_654,0.8183,
E1290_70,,0.08647
E304_463,0.57895,
E167_640,0.80075,
E202_426,,0.53258
E1415_552,0.69048,
E1183_451,0.56391,
E1642_587,0.73434,
E872_415,0.5188,
E1947_230,0.28697,
E778_742,,0.9285700000000001
E1605_398,0.49749,
E63_17,0.02005,
E1570_609,,0.7619
E544_329,,0.41103
E909_66,0.08145,
E1161_369,,0.46115
E975_180,0.22430999999999998,
E1800_180,0.22430999999999998,
E1409_764,,0.95614
E1367_165,0.20551,
E551_505,0.63158,
E368_362,,0.45238
E1156_204,0.25439,
E1932_567,,0.70927
E596_507,,0.6340899999999999
E990_149,,0.18545999999999999
E948_715,,0.89474
E1527_60,0.07393,
E1460_51,0.06266000000000001,
E133_22,0.02632,
E351_526,,0.65789
E1463_284,,0.35464
E1083_85,0.10525999999999999,
E804_30,0.03634,
E485_612,0.76566,
E1523_292,0.36466,
E363_613,0.7669199999999999,
E1729_666,0.8333299999999999,
E1329_621,0.77694,
E1528_728,,0.9110299999999999
E660_80,0.099,
E1689_547,0.68421,
E1_442,0.5526300000000001,
E740_745,0.9323299999999999,
E1211_86,0.10652,
E1622_133,0.16541,
E503_122,0.15163,
E438_372,0.46491000000000005,
E687_630,0.78822,
E1081_231,0.28822,
E1678_168,,0.20926999999999998
E240_272,0.3396,
E492_46,,0.056389999999999996
E1255_774,0.96867,
E590_45,,0.055139999999999995
E497_3,,0.00251
E163_307,,0.38345999999999997
E693_506,0.63283,
E553_754,0.9436100000000001,
E113_373,0.46617,
E1811_669,0.83709,
E825_347,,0.43358
E1544_311,,0.38847
E1312_176,,0.2193
E1914_356,0.44486000000000003,
E926_654,,0.8183
E1112_170,,0.21178000000000002
E1185_669,0.83709,
E671_532,,0.6654100000000001
E585_228,0.28446,
E942_717,0.8972399999999999,
E994_193,0.2406,
E937_683,,0.85464
E999_1,0.0,
E198_572,0.71554,
E879_417,0.5213,
E49_279,,0.34836999999999996
E1306_408,,0.51003
E1074_645,0.80702,
E938_437,0.54637,
E537_710,,0.8884700000000001
E1338_605,0.75689,
E911_627,0.78446,
E222_353,0.4411,
E32_453,,0.56642
E673_720,0.9009999999999999,
E1536_177,0.22055,
E372_644,,0.80576
E1027_50,0.0614,
E1385_116,0.14411,
E710_666,0.8333299999999999,
E1359_448,,0.56015
E1546_644,0.80576,
E1908_206,,0.25689
E779_432,0.5401,
E76_318,0.39724,
E1990_363,0.45363000000000003,
E162_387,,0.48371000000000003
E466_171,,0.21303000000000002
E548_387,0.48371000000000003,
E1923_73,0.09022999999999999,
E1395_463,0.57895,
E409_530,0.66291,
E1615_790,0.98872,
E70_126,0.15664,
E1221_569,0.71178,
E1226_51,,0.06266000000000001
E408_368,0.4599,
E630_405,0.50627,
E882_21,0.02506,
E414_516,,0.64536
E811_624,,0.7807
E261_52,0.06391000000000001,
E1124_184,0.22931999999999997,
E1889_644,,0.80576
E1968_76,,0.09398
E215_187,0.23308,
E1587_135,0.16792,
E1411_281,0.35088,
E1600_253,0.31579,
E1916_354,,0.44236000000000003
E616_425,,0.53133
E1259_454,0.56767,
E1373_403,0.50376,
E484_714,,0.8934799999999999
E997_104,0.12907000000000002,
E1971_16,,0.0188
E802_750,0.9386,
E1507_313,0.39098,
E1664_179,0.22305999999999998,
E1326_183,0.22807,
E1639_314,0.39223,
E46_91,0.11277999999999999,
