,PseudoTime1,PseudoTime2,PseudoTime3,PseudoTime4
E657_263,,0.32663000000000003,,
E1588_555,,,0.69347,
E77_634,,0.79271,,
E1824_442,,,0.5515100000000001,
E1806_736,,,,0.92085
E1750_713,,,0.8919600000000001,
E1789_98,,,0.11935,
E948_422,,0.5263800000000001,,
E701_576,0.71985,,,
E758_380,,0.47362,,
E1479_587,,0.7336699999999999,,
E1702_318,,0.39573,,
E724_603,,0.7537699999999999,,
E1781_609,,0.76131,,
E1451_93,,,,0.11307
E807_261,,0.32411999999999996,,
E575_176,,0.21734,,
E435_353,,0.4397,,
E762_87,0.10553,,,
E797_622,,0.77764,,
E195_83,,0.1005,,
E337_443,0.55276,,,
E1832_788,,,,0.98618
E792_459,,0.57286,,
E668_496,,,,0.61935
E1823_84,,0.10176,,
E534_724,0.9057799999999999,,,
E429_660,,,,0.8253799999999999
E1254_497,,,,0.6206
E1138_198,,0.24497,,
E1359_305,,,,0.3794
E499_39,,0.04523,,
E285_295,,0.36683000000000004,,
E1155_696,0.8706,,,
E946_55,,0.06533,,
E1945_528,,0.65955,,
E904_674,,0.84296,,
E1969_535,0.6683399999999999,,,
E1767_169,,,,0.20854
E1424_167,,,0.20603000000000002,
E200_137,,0.16834000000000002,,
E419_568,,0.7098,,
E537_36,,0.041460000000000004,,
E1256_391,,0.48744,,
E85_90,,0.1093,,
E1700_219,,,,0.27136
E689_159,,,,0.19598
E124_64,,,0.07662999999999999,
E1660_767,,,,0.9598
E1091_299,,0.37185999999999997,,
E601_440,,0.54899,,
E739_175,,0.21608000000000002,,
E1432_663,,0.82915,,
E1459_108,,0.13191,,
E1536_395,,0.49246,,
E776_162,,,0.19975,
E501_680,,0.8505,,
E938_521,,0.65075,,
E1100_394,0.49121000000000004,,,
E1121_728,,0.9108,,
E145_255,,0.31658000000000003,,
E953_791,,0.98995,,
E1408_197,,0.24372,,
E3_776,,,0.97111,
E620_609,,0.76131,,
E688_401,,,,0.5
E1526_233,,0.28894000000000003,,
E83_615,,,0.76884,
E592_168,,0.20729,,
E944_731,,0.9145700000000001,,
E1939_768,,,0.96106,
E402_616,,0.7701,,
E959_613,,0.7663300000000001,,
E1644_352,,,,0.43843999999999994
E359_596,,,,0.74497
E259_674,,0.84296,,
E1995_454,,0.56658,,
E1963_188,,0.23240999999999998,,
E528_724,,0.9057799999999999,,
E1317_650,0.81281,,,
E1613_417,,,,0.5201
E1927_632,,,,0.7902
E1503_238,,0.29523,,
E642_265,,,0.32915,
E35_19,,0.0201,,
E774_615,,0.76884,,
E1668_109,,,,0.13317
E1853_343,,0.42713999999999996,,
E65_292,,0.36307,,
E1259_366,,0.45603,,
E1905_382,,0.47613,,
E1449_91,,0.11055,,
E1751_72,,0.08668,,
E1288_412,,,,0.5138199999999999
E1976_668,,0.8354299999999999,,
E1578_777,,0.97236,,
E699_198,0.24497,,,
E1236_88,0.10678,,,
E451_126,0.15452,,,
E626_448,,0.55905,,
E1842_379,,0.47236000000000006,,
E167_779,,0.9748700000000001,,
E410_631,,,0.78894,
E1313_446,,0.55653,,
E1577_623,,,,0.77889
E633_713,,0.8919600000000001,,
E1269_70,,,,0.08417000000000001
E1654_741,,0.92714,,
E884_439,,,0.54774,
E779_764,,0.9560299999999999,,
E1209_357,,0.44472,,
E279_604,,0.75503,,
E971_608,,,,0.76005
E1605_796,0.99623,,,
E1415_437,,,,0.54523
E1290_398,,,0.49623,
E1375_31,,0.03518,,
E1962_504,,0.6294,,
E1013_81,,0.09799,,
E1529_113,,0.13819,,
E338_165,0.20352,,,
E1426_175,,0.21608000000000002,,
E1543_622,,,,0.77764
E1982_204,,0.25251,,
E1300_359,0.44723999999999997,,,
E862_414,,0.5163300000000001,,
E239_530,,0.66206,,
E577_401,,0.5,,
E911_56,,0.06658,,
E1480_761,,,0.95226,
E1711_184,,0.22739,,
E308_642,,0.80276,,
E1523_558,,0.69724,,
E213_363,,0.45226000000000005,,
E1730_569,,0.71106,,
E631_557,,0.69598,,
E236_706,,0.8831700000000001,,
E1082_316,,0.39321999999999996,,
E1565_168,,,,0.20729
E1595_379,,,0.47236000000000006,
E1809_96,0.11682999999999999,,,
E1566_767,,0.9598,,
E994_343,,0.42713999999999996,,
E34_470,,,,0.58668
E1024_705,,0.8819100000000001,,
E519_782,,,0.97864,
E297_236,0.29270999999999997,,,
E389_14,,0.013819999999999999,,
E1801_657,,,0.8216100000000001,
E818_29,,0.03266,,
E1610_263,0.32663000000000003,,,
E857_617,,0.77136,,
E163_282,0.3505,,,
E218_416,,,,0.51884
E849_438,,0.54648,,
E427_377,,0.46985,,
E1572_547,,,,0.68342
E976_656,,0.82035,,
E82_765,,0.95729,,
E1485_709,,0.8869299999999999,,
E1513_114,,0.13945,,
E974_254,,0.31533,,
E641_556,,0.69472,,
E1222_624,,0.78015,,
E175_790,,0.98869,,
E741_274,,0.34045,,
E1190_789,0.98744,,,
E1563_241,0.29899000000000003,,,
E1163_341,0.42462,,,
E1949_519,,0.6482399999999999,,
E1208_274,0.34045,,,
E28_457,,0.57035,,
E194_424,,,,0.52889
E422_767,,0.9598,,
E1494_270,,0.33543,,
E1687_193,0.23869,,,
E1309_28,,0.03141,,
E264_785,,,,0.98241
E125_704,,,0.88065,
E1050_244,,0.30276,,
E136_91,,0.11055,,
E1251_690,,0.8630700000000001,,
E492_10,,0.008790000000000001,,
E1255_691,,0.8643200000000001,,
E1319_649,,0.8115600000000001,,
E610_151,,0.18592999999999998,,
E928_224,,,,0.27764
E1734_266,,,,0.3304
E1103_68,,0.08166,,
E579_469,,0.58543,,
E747_558,,,0.69724,
E1170_608,,0.76005,,
E1126_675,,0.8442200000000001,,
E1598_445,0.55528,,,
E64_411,,0.51256,,
E1826_504,,0.6294,,
E448_438,0.54648,,,
E1813_434,,,,0.54146
E1392_177,,0.21859,,
E507_206,,0.25503000000000003,,
E296_432,,0.53894,,
E1106_304,,,,0.37814000000000003
E1837_140,,0.17210999999999999,,
E1354_396,,0.49372,,
E576_313,,0.38945,,
E1830_434,,0.54146,,
E1779_377,,0.46985,,
E466_413,,,,0.51508
E989_164,,,,0.20226
E1011_222,,,0.27513000000000004,
E548_312,,0.38819000000000004,,
E636_176,,0.21734,,
E929_122,0.1495,,,
E837_173,,0.21356999999999998,,
E778_131,,0.1608,,
E1192_750,,0.9384399999999999,,
E1247_220,,,0.27260999999999996,
E1545_131,,0.1608,,
E1022_437,,0.54523,,
E1759_174,,,,0.21481999999999998
E2_420,,0.52387,,
E1073_449,,0.5603,,
E936_180,,0.22236,,
E1004_666,0.83291,,,
E1306_249,,0.30905,,
E1183_657,,0.8216100000000001,,
E102_82,,0.09925,,
E550_366,,0.45603,,
E1762_263,,0.32663000000000003,,
E1887_21,,,,0.022609999999999998
E1713_392,,0.48868999999999996,,
E1621_561,,0.70101,,
E1703_26,,0.02889,,
E1778_657,,,0.8216100000000001,
E746_726,,0.9082899999999999,,
E860_745,,0.93216,,
E341_137,,,,0.16834000000000002
E1310_480,,,,0.59925
E1764_194,,0.23995,,
E1542_178,,0.21985,,
E1998_767,0.9598,,,
E1139_288,,,,0.35804
E1544_615,,0.76884,,
E76_499,,0.62312,,
E182_765,,0.95729,,
E107_126,,0.15452,,
E609_265,,0.32915,,
E1127_529,,0.6608,,
E348_355,,0.44221000000000005,,
E1428_423,,0.52764,,
E106_226,,0.28015,,
E1409_777,,,0.97236,
E1044_45,,,0.05276,
E1215_492,,,0.61432,
E1150_196,,0.24245999999999998,,
E810_647,,0.80905,,
E263_360,,0.44848999999999994,,
E404_716,,,0.8957299999999999,
E1560_464,,0.57915,,
E196_446,,,0.55653,
E934_618,,0.77261,,
E1815_545,,0.6809,,
E60_59,,,,0.07035
E839_683,,,,0.8542700000000001
E1320_234,,0.2902,,
E1502_169,,0.20854,,
E470_34,,0.038939999999999995,,
E533_62,,,,0.07412
E78_158,,0.19472,,
E775_713,,,,0.8919600000000001
E1625_535,,0.6683399999999999,,
E1532_680,,,0.8505,
E650_298,,,,0.3706
E725_264,,,,0.32789
E1557_346,,0.4309,,
E453_430,,,,0.5364300000000001
E1493_301,,0.37437,,
E403_387,,0.48241000000000006,,
E1740_16,,0.01633,,
E1403_359,,0.44723999999999997,,
E602_53,,,0.06281,
E729_636,0.79523,,,
E829_757,,,0.94724,
E773_621,,0.7763800000000001,,
E1744_751,,0.9397,,
E1564_306,,0.38065,,
E1145_616,,0.7701,,
E692_331,,0.41206000000000004,,
E1207_769,,0.96231,,
E1674_47,,,0.055279999999999996,
E783_557,0.69598,,,
E33_31,,,,0.03518
E281_8,,0.00628,,
E276_609,0.76131,,,
E547_11,,0.01005,,
E591_406,,0.5062800000000001,,
E1737_378,,0.47111000000000003,,
E1015_631,,,0.78894,
E720_446,,0.55653,,
E731_317,,0.39447,,
E97_726,,,0.9082899999999999,
E1495_533,0.66583,,,
E524_774,,,,0.96859
E1154_405,,,,0.50503
E350_364,,,0.45352,
E1203_175,0.21608000000000002,,,
E674_606,,0.75754,,
E1828_328,,0.40829,,
E1517_642,0.80276,,,
E864_508,,,0.63442,
E1630_87,,0.10553,,
E901_629,,0.7864300000000001,,
E1070_102,,0.12437000000000001,,
E226_353,,0.4397,,
E1066_673,,0.8417100000000001,,
E1353_570,,0.71231,,
E1167_630,0.78769,,,
E1520_604,,,,0.75503
E930_412,0.5138199999999999,,,
E1733_599,,,,0.74874
E623_225,,0.27889,,
E1455_495,,0.6180899999999999,,
E159_585,,0.73116,,
E1131_206,,0.25503000000000003,,
E66_763,,0.9547700000000001,,
E968_41,,0.04774,,
E606_601,,0.75126,,
E847_63,,,0.07537999999999999,
E1457_621,,0.7763800000000001,,
E984_255,,,0.31658000000000003,
E1175_660,,0.8253799999999999,,
E232_654,,,,0.81784
E265_16,,0.01633,,
E235_651,,,0.81407,
E954_701,,0.8768799999999999,,
E1177_142,,0.17462,,
E1636_719,0.8995,,,
E1303_91,,,,0.11055
E1046_376,,0.46858999999999995,,
E1368_348,,,,0.43341999999999997
E681_205,,,0.25377,
E1429_314,0.3907,,,
E1074_543,,0.6783899999999999,,
E360_522,,,,0.6520100000000001
E1421_636,,0.79523,,
E618_72,,,0.08668,
E767_351,,,0.43718999999999997,
E411_250,,0.3103,,
E955_301,,,,0.37437
E1378_768,,0.96106,,
E1539_290,,0.36055,,
E1413_71,,0.08542999999999999,,
E1838_783,,0.9799,,
E384_538,,0.67211,,
E155_498,,,0.6218600000000001,
E1270_582,0.72739,,,
E1756_192,,,,0.23744
E93_106,0.1294,,,
E299_25,,0.027639999999999998,,
E489_703,,0.8794,,
E1159_119,0.14573,,,
E1444_784,,0.98116,,
E498_426,,0.53141,,
E583_526,,0.65704,,
E179_611,,0.7638199999999999,,
E1069_575,,0.71859,,
E1362_688,,0.86055,,
E432_187,,0.23116,,
E1886_210,,,0.26005,
E1401_674,,,,0.84296
E421_518,,,,0.64698
E92_197,,0.24372,,
E727_338,,0.42085,,
E1799_93,,0.11307,,
E1840_280,,0.34799,,
E269_111,,0.13568,,
E711_438,0.54648,,,
E1307_781,,0.97739,,
E1857_504,,0.6294,,
E1283_183,,0.22613000000000003,,
E1559_390,,0.48618,,
E324_76,,,0.09171,
E1346_575,,,0.71859,
E352_460,,0.57412,,
E561_586,0.73241,,,
E1380_16,,0.01633,,
E910_126,,,,0.15452
E991_18,,0.01884,,
E104_264,0.32789,,,
E1374_599,,0.74874,,
E841_195,,0.24120999999999998,,
E1214_219,0.27136,,,
E1298_790,,0.98869,,
E1086_541,,0.67588,,
E874_644,,0.80528,,
E1874_111,0.13568,,,
E560_699,0.8743700000000001,,,
E1117_379,,,,0.47236000000000006
E1731_470,,0.58668,,
E853_748,,0.9359299999999999,,
E678_740,,0.9258799999999999,,
E1265_127,,0.15578,,
E1528_354,,0.44095,,
E1591_209,,,0.25879,
E1576_742,,0.9283899999999999,,
E698_392,,0.48868999999999996,,
E894_354,,0.44095,,
E1928_155,,,,0.19095
E1676_467,,,0.58291,
E382_34,0.038939999999999995,,,
E253_248,,0.30779,,
E881_679,,0.84925,,
E782_752,,,,0.94095
E536_101,,,0.12312000000000001,
E1152_151,,0.18592999999999998,,
E29_278,,,,0.34548
E1205_253,,0.31406999999999996,,
E1018_447,,0.55779,,
E1350_66,,0.07915,,
E585_160,0.19724,,,
E96_492,,0.61432,,
E715_676,,,,0.8454799999999999
E1947_162,,,,0.19975
E599_402,0.50126,,,
E1260_749,,,,0.93719
E906_525,,0.65578,,
E749_740,,0.9258799999999999,,
E908_485,0.60553,,,
E1616_466,,0.5816600000000001,,
E1336_779,,,0.9748700000000001,
E1055_68,,0.08166,,
E1323_369,,,,0.4598
E502_270,,,0.33543,
E16_345,,0.42965,,
E116_646,0.80779,,,
E55_410,,0.51131,,
E1243_161,,0.19849,,
E1370_655,,0.8191,,
E1316_34,0.038939999999999995,,,
E1697_114,,,0.13945,
E1488_361,,,,0.44975
E1224_80,,0.09673,,
E1841_294,,,0.36558,
E1547_424,,,0.52889,
E740_687,,0.8593,,
E443_179,,0.22111,,
E1068_59,,0.07035,,
E1058_365,,0.45477,,
E551_332,0.41331999999999997,,,
E237_595,,0.7437199999999999,,
E1218_210,0.26005,,,
E513_101,,0.12312000000000001,,
E1330_569,,0.71106,,
E447_379,,0.47236000000000006,,
E655_246,,,0.30528,
E1417_659,,0.8241200000000001,,
E68_20,,,,0.02136
E1358_17,,0.01759,,
E785_568,,0.7098,,
E1725_297,,0.36935,,
E164_426,,0.53141,,
E713_264,0.32789,,,
E566_645,,0.80653,,
E1835_778,,,,0.97362
E1128_301,,0.37437,,
E925_560,,0.69975,,
E208_600,0.75,,,
E760_405,,,,0.50503
E1743_485,,0.60553,,
E372_560,,0.69975,,
E1234_595,,0.7437199999999999,,
E1754_410,,0.51131,,
E1030_158,0.19472,,,
E1324_357,,0.44472,,
E1912_378,,0.47111000000000003,,
E141_689,,0.8618100000000001,,
E877_6,,0.0037700000000000003,,
E1338_486,,0.60678,,
E469_615,,0.76884,,
E671_793,,,,0.99246
E1880_85,,0.10302,,
E1172_235,,,,0.29146
E478_108,,0.13191,,
E771_378,,0.47111000000000003,,
E514_313,,,0.38945,
E197_405,,,,0.50503
E1909_795,,0.99497,,
E806_413,,,0.51508,
E408_168,,,0.20729,
E1389_457,,0.57035,,
E830_245,,,,0.30401999999999996
E1235_462,,0.57663,,
E290_267,,0.33166,,
E993_696,,0.8706,,
E803_339,,0.42211000000000004,,
E882_625,,0.78141,,
E744_191,,0.23618000000000003,,
E211_316,,,0.39321999999999996,
E120_614,,0.76759,,
E1964_353,0.4397,,,
E1568_721,,0.9020100000000001,,
E1430_501,0.62563,,,
E943_155,,,0.19095,
E1692_731,,,0.9145700000000001,
E233_558,0.69724,,,
E814_434,,,,0.54146
E1178_88,,0.10678,,
E23_276,,0.34296,,
E1093_415,,,,0.51759
E480_769,0.96231,,,
E238_3,,,0.0,
E153_361,,,0.44975,
E1646_576,,,0.71985,
E57_36,,0.041460000000000004,,
E1562_38,,,,0.04397
E151_325,0.40452,,,
E504_566,,,0.70729,
E1620_251,0.31156,,,
E1921_794,,,0.99372,
E770_148,,0.18216,,
E15_289,,0.3593,,
E1836_386,,0.48116000000000003,,
E452_700,,,,0.8756299999999999
E710_147,0.1809,,,
E112_795,,,,0.99497
E795_286,,0.35553,,
E1742_280,,0.34799,,
E1548_544,,,,0.67965
E192_382,,0.47613,,
E353_193,,,0.23869,
E1498_144,,0.17714000000000002,,
E1334_559,,,,0.6984899999999999
E376_64,,0.07662999999999999,,
E978_799,,1.0,,
E1849_331,,,0.41206000000000004,
E123_273,,0.3392,,
E436_464,,0.57915,,
E1639_692,,,0.8655799999999999,
E1414_94,,0.11432,,
E1040_62,,,,0.07412
E356_799,1.0,,,
E1497_289,0.3593,,,
E1820_594,,0.74246,,
E1770_95,,0.11558,,
E1071_44,,0.05151,,
E1768_724,,0.9057799999999999,,
E149_539,,0.67337,,
E1659_312,,0.38819000000000004,,
E1879_83,,0.1005,,
E766_443,,,,0.55276
E250_649,,0.8115600000000001,,
E529_663,0.82915,,,
E603_312,,0.38819000000000004,,
E1132_376,0.46858999999999995,,,
E1980_638,,0.79774,,
E1667_419,,,0.52261,
E1746_493,,0.61558,,
E535_643,0.80402,,,
E340_539,,0.67337,,
E1402_38,,0.04397,,
E1238_324,0.40326999999999996,,,
E1622_629,,0.7864300000000001,,
E1629_337,,,,0.4196
E1810_723,,0.9045200000000001,,
E1652_107,,0.13065,,
E600_44,,,,0.05151
E1656_338,,0.42085,,
E134_223,,0.27638,,
E838_507,,0.63317,,
E1193_158,,0.19472,,
E517_16,,0.01633,,
E980_532,,,,0.66457
E648_17,,0.01759,,
E1263_536,,,,0.6696
E876_359,,0.44723999999999997,,
E472_628,,0.78518,,
E72_398,,0.49623,,
E1546_720,,0.90075,,
E275_94,,0.11432,,
E50_64,,0.07662999999999999,,
E921_531,,0.66332,,
E598_620,,0.77513,,
E12_276,,0.34296,,
E812_431,,0.53769,,
E1059_611,0.7638199999999999,,,
E1979_736,,,0.92085,
E1404_597,,,0.7462300000000001,
E787_663,,0.82915,,
E1043_416,,0.51884,,
E399_310,,0.38568,,
E1990_771,,0.9648200000000001,,
E367_754,,,,0.94347
E1284_213,0.26382,,,
E1187_73,,0.08794,,
E1952_520,,0.6495,,
E1596_479,,0.5979899999999999,,
E1958_678,,,0.8479899999999999,
E1724_478,,,0.59673,
E939_149,,0.18342,,
E1104_331,,0.41206000000000004,,
E313_512,,,,0.63945
E1049_416,,0.51884,,
E1705_708,,,,0.8856799999999999
E1920_711,,0.88945,,
E1361_133,,0.16332,,
E1669_381,0.47486999999999996,,,
E796_724,0.9057799999999999,,,
E632_313,,0.38945,,
E1012_525,,,0.65578,
E1973_294,,0.36558,,
E128_122,,0.1495,,
E613_381,,0.47486999999999996,,
E863_254,,0.31533,,
E1862_673,,0.8417100000000001,,
E875_488,,,0.6093,
E1080_109,,0.13317,,
E496_179,,,0.22111,
E271_294,,0.36558,,
E694_78,,0.09422,,
E647_223,,0.27638,,
E36_759,,0.94975,,
E242_743,,,,0.92965
E1181_719,,0.8995,,
E1034_358,,,,0.44598000000000004
E1079_339,,0.42211000000000004,,
E142_30,,,,0.03392
E1592_329,,,,0.40955
E539_547,,0.68342,,
E1331_689,0.8618100000000001,,,
E1615_783,,,,0.9799
E596_708,,0.8856799999999999,,
E1171_540,,0.67462,,
E685_394,,,,0.49121000000000004
E1709_445,,0.55528,,
E177_393,,0.48995,,
E1686_131,0.1608,,,
E1695_74,,0.0892,,
E986_500,,,,0.62437
E497_255,,0.31658000000000003,,
E726_267,,,,0.33166
E1112_348,,,,0.43341999999999997
E1510_79,,0.09548,,
E1481_597,,,,0.7462300000000001
E1189_755,0.9447200000000001,,,
E903_189,,0.23367,,
E38_732,,0.9158299999999999,,
E651_250,,0.3103,,
E1693_532,,0.66457,,
E515_449,,,,0.5603
E89_545,,0.6809,,
E1356_661,,0.82663,,
E1166_578,,0.72236,,
E1471_233,0.28894000000000003,,,
E1486_601,,,0.75126,
E137_495,0.6180899999999999,,,
E1859_73,,0.08794,,
E1312_71,,0.08542999999999999,,
E1062_139,,,0.17085,
E508_712,,0.8907,,
E1182_262,0.32538,,,
E1056_283,,0.35176,,
E1910_33,,0.037689999999999994,,
E506_192,,,0.23744,
E588_381,,0.47486999999999996,,
E555_173,,,0.21356999999999998,
E425_34,,0.038939999999999995,,
E1072_723,,0.9045200000000001,,
E1363_582,,,0.72739,
E1010_240,,0.29774,,
E465_695,,0.86935,,
E1379_353,0.4397,,,
E39_160,,,0.19724,
E680_74,,0.0892,,
E203_421,,0.52513,,
E644_486,,0.60678,,
E801_289,,0.3593,,
E1250_252,,,,0.31281
E584_288,,0.35804,,
E764_192,0.23744,,,
E190_435,,,,0.54271
E1286_80,,0.09673,,
E488_429,,0.53518,,
E1096_510,,0.63693,,
E1925_349,,0.43467,,
E1864_371,,0.46231000000000005,,
E417_393,,0.48995,,
E331_96,,0.11682999999999999,,
E477_236,0.29270999999999997,,,
E1099_563,,0.70352,,
E1202_610,,0.76256,,
E1461_19,,0.0201,,
E786_242,,,0.30025,
E461_6,0.0037700000000000003,,,
E1680_405,,0.50503,,
E114_614,,0.76759,,
E582_119,0.14573,,,
E1970_9,,,,0.007540000000000001
E569_320,0.39824,,,
E1575_592,0.73995,,,
E604_611,,,0.7638199999999999,
E1067_644,,0.80528,,
E927_455,,,,0.56784
E850_281,0.34925,,,
E1440_713,,0.8919600000000001,,
E1119_379,,0.47236000000000006,,
E140_505,,0.63065,,
E1458_95,,,,0.11558
E416_571,,0.7135699999999999,,
E750_505,,0.63065,,
E222_548,,0.68467,,
E1164_203,,0.25126,,
E690_289,,0.3593,,
E960_203,,0.25126,,
E619_630,,0.78769,,
E368_720,,0.90075,,
E1008_795,,0.99497,,
E662_661,,0.82663,,
E511_168,,0.20729,,
E1039_331,,,0.41206000000000004,
E418_462,,0.57663,,
E1992_31,,,0.03518,
E172_386,,0.48116000000000003,,
E586_10,,0.008790000000000001,,
E846_383,,0.47739,,
E816_768,,,,0.96106
E1977_568,,0.7098,,
E1020_156,0.19221,,,
E761_567,,,,0.70854
E525_329,0.40955,,,
E1678_462,,0.57663,,
E1232_539,,0.67337,,
E219_721,,0.9020100000000001,,
E1893_551,,0.6884399999999999,,
E972_76,,0.09171,,
E46_362,,0.45101,,
E1855_96,,,,0.11682999999999999
E956_640,,0.80025,,
E1917_315,0.39196,,,
E684_385,,0.4799,,
E1708_666,,,,0.83291
E1337_173,,,,0.21356999999999998
E1948_782,0.97864,,,
E1241_207,,0.25628,,
E693_581,,,,0.72613
E890_232,,,0.28769,
E667_685,,,0.8567799999999999,
E714_180,0.22236,,,
E84_521,,0.65075,,
E1800_580,0.72487,,,
E1794_4,,0.00126,,
E1804_716,0.8957299999999999,,,
E768_377,0.46985,,,
E143_123,,,,0.15075
E1342_378,,,0.47111000000000003,
E1776_269,,,,0.33416999999999997
E1200_307,,0.38190999999999997,,
E1607_655,,0.8191,,
E1027_628,,,,0.78518
E1704_36,,,0.041460000000000004,
E1257_296,0.36809000000000003,,,
E1579_196,,0.24245999999999998,,
E516_370,,0.46106,,
E73_687,,0.8593,,
E1635_244,0.30276,,,
E500_156,,0.19221,,
E362_766,,0.95854,,
E1382_435,,0.54271,,
E1143_252,,0.31281,,
E718_159,,0.19598,,
E872_108,,0.13191,,
E1795_223,,,0.27638,
E958_450,,0.5615600000000001,,
E1561_20,,0.02136,,
E653_469,,,,0.58543
E594_200,,,,0.24749000000000002
E794_8,,,,0.00628
E1369_465,0.5804,,,
E637_303,,0.37688,,
E1694_584,,0.7299,,
E49_709,,0.8869299999999999,,
E400_523,0.65327,,,
E789_607,,0.75879,,
E1642_420,,,,0.52387
E896_389,,0.48491999999999996,,
E1570_327,0.40704,,,
E1738_513,,0.6407,,
E1088_201,,,0.24874000000000002,
E274_498,,,0.6218600000000001,
E805_464,,0.57915,,
E1763_626,,0.78266,,
E1185_718,,0.8982399999999999,,
E886_590,,,,0.73744
E1287_260,,0.32286,,
E1847_118,,,,0.14447000000000002
E1274_618,,0.77261,,
E922_418,,0.52136,,
E1092_349,,0.43467,,
E781_190,,0.23492,,
E527_564,,0.70477,,
E645_589,,0.7361800000000001,,
E1075_149,,0.18342,,
E217_34,,0.038939999999999995,,
E840_173,,,0.21356999999999998,
E14_109,,0.13317,,
E473_790,,0.98869,,
E1712_715,,0.8944700000000001,,
E1478_625,,0.78141,,
E1603_37,,0.042710000000000005,,
E1897_67,,,,0.0804
E1541_487,0.6080399999999999,,,
E1637_358,,0.44598000000000004,,
E752_174,,0.21481999999999998,,
E326_25,0.027639999999999998,,,
E1540_547,,0.68342,,
E1142_609,,0.76131,,
E649_615,,0.76884,,
E300_385,0.4799,,,
E1179_269,,0.33416999999999997,,
E1716_206,,0.25503000000000003,,
E1684_775,,0.96985,,
E878_341,,,0.42462,
E1941_603,,0.7537699999999999,,
E438_117,,0.14322000000000001,,
E183_318,,0.39573,,
E90_699,,0.8743700000000001,,
E1933_685,,0.8567799999999999,,
E1136_661,,0.82663,,
E67_470,,,0.58668,
E345_408,,0.50879,,
E580_534,,0.66709,,
E361_772,,0.9660799999999999,,
E1454_61,,,0.07286000000000001,
E1993_342,,0.42588000000000004,,
E283_47,,,0.055279999999999996,
E1483_422,,0.5263800000000001,,
E484_707,,0.8844200000000001,,
E941_352,,,,0.43843999999999994
E388_571,0.7135699999999999,,,
E933_338,,,0.42085,
E1383_131,,0.1608,,
E160_470,0.58668,,,
E914_124,,,0.15200999999999998,
E1818_517,,0.64573,,
E295_387,,0.48241000000000006,,
E246_791,,0.98995,,
E952_499,,,0.62312,
E1321_323,,0.40201,,
E1329_327,,0.40704,,
E1262_392,,0.48868999999999996,,
E1000_75,,0.09045,,
E1450_389,,0.48491999999999996,,
E704_426,0.53141,,,
E1399_566,0.70729,,,
E397_516,,0.64447,,
E663_677,,,,0.84673
E130_772,0.9660799999999999,,,
E1371_283,,0.35176,,
E732_616,,0.7701,,
E790_525,,0.65578,,
E132_122,,0.1495,,
E1843_187,,0.23116,,
E1304_541,,0.67588,,
E303_476,,0.59422,,
E1662_404,,0.5037699999999999,,
E1123_79,,0.09548,,
E997_83,,0.1005,,
E161_653,,0.81658,,
E1814_169,0.20854,,,
E687_324,,,,0.40326999999999996
E1769_700,,0.8756299999999999,,
E845_231,,0.28643,,
