,PseudoTime1,PseudoTime2
E878_647,,0.80952
E993_511,0.6391,
E601_640,0.80075,
E679_202,,0.25188
E476_69,0.08521000000000001,
E469_754,,0.9436100000000001
E1825_477,0.59649,
E1556_587,0.73434,
E473_740,0.9260700000000001,
E343_774,0.96867,
E1360_279,,0.34836999999999996
E222_754,,0.9436100000000001
E462_592,0.7406,
E1921_354,0.44236000000000003,
E1217_779,,0.9749399999999999
E1749_243,0.30326,
E701_236,0.29449000000000003,
E1710_183,,0.22807
E827_607,0.7594,
E317_216,0.26942,
E1651_138,,0.17168
E1625_607,0.7594,
E1748_489,,0.61153
E1770_595,0.74436,
E1013_409,0.5112800000000001,
E1922_749,0.93734,
E1885_393,,0.49123
E446_593,0.74185,
E1265_477,0.59649,
E1343_247,0.30827,
E1597_67,,0.08271
E371_248,0.30951999999999996,
E69_445,,0.5563899999999999
E667_174,0.21679,
E1946_202,0.25188,
E583_102,0.12657000000000002,
E1807_593,0.74185,
E1389_507,,0.6340899999999999
E478_486,0.60777,
E54_100,,0.12405999999999999
E1598_317,,0.39599
E1578_303,0.37845,
E1643_136,0.16917000000000001,
E1238_141,0.17544,
E1260_461,0.57644,
E1175_380,0.47494,
E1333_793,0.9924799999999999,
E1620_167,0.20801999999999998,
E30_390,,0.48746999999999996
E959_503,0.62907,
E1628_104,0.12907000000000002,
E1515_101,0.12531,
E1891_144,0.1792,
E483_688,0.8609,
E398_500,,0.62531
E1722_406,0.50752,
E1504_53,,0.06516
E1832_446,,0.5576399999999999
E1258_581,0.72682,
E944_138,0.17168,
E1581_147,0.18295999999999998,
E28_20,,0.023809999999999998
E1603_126,,0.15664
E495_485,0.60652,
E1429_360,0.44987,
E296_766,,0.95865
E23_157,0.19549,
E29_427,0.53383,
E869_635,,0.7944899999999999
E565_200,,0.24936999999999998
E387_421,,0.52632
E315_168,,0.20926999999999998
E1288_191,0.2381,
E784_484,,0.60526
E44_217,0.27068000000000003,
E880_275,0.34336,
E300_357,,0.44611999999999996
E1737_38,0.04637,
E1553_151,,0.18797
E1188_613,0.7669199999999999,
E83_742,0.9285700000000001,
E918_547,0.68421,
E715_546,0.68296,
E1185_753,,0.9423600000000001
E527_590,,0.7381
E33_215,0.26816999999999996,
E1914_364,,0.45488999999999996
E1552_56,0.06892000000000001,
E924_725,,0.90727
E1772_340,0.42481,
E609_791,,0.9899700000000001
E955_193,,0.2406
E589_147,,0.18295999999999998
E1413_545,,0.6817
E384_520,0.6503800000000001,
E1166_529,0.66165,
E940_249,0.31078,
E406_581,,0.72682
E1087_3,0.00251,
E1888_132,0.16416,
E63_279,0.34836999999999996,
E270_696,0.87093,
E967_723,,0.90476
E1354_420,,0.5250600000000001
E1766_53,,0.06516
E430_429,,0.5363399999999999
E1923_182,0.22682,
E1473_320,0.39975,
E998_257,0.3208,
E55_707,0.88471,
E61_131,0.16291,
E1459_89,,0.11027999999999999
E1736_235,0.29323,
E1662_64,0.07895,
E777_640,0.80075,
E1366_681,,0.8521299999999999
E1197_106,0.13158,
E310_272,,0.3396
E1629_432,0.5401,
E1371_35,,0.04261
E201_711,,0.8897200000000001
E1101_377,0.47118000000000004,
E1142_553,0.6917300000000001,
E1038_796,,0.99624
E1415_421,0.52632,
E1494_552,0.69048,
E1008_127,,0.15789
E407_529,,0.66165
E216_434,,0.54261
E1303_26,0.031330000000000004,
E706_48,0.0589,
E571_245,,0.30576
E1976_273,0.34085,
E442_415,0.5188,
E1502_58,,0.07143
E253_101,0.12531,
E675_89,,0.11027999999999999
E906_238,0.29699000000000003,
E776_26,,0.031330000000000004
E1669_708,0.8859600000000001,
E250_280,,0.34962
E652_1,,0.0
E419_494,,0.61779
E1717_429,0.5363399999999999,
E1117_442,,0.5526300000000001
E1937_686,,0.8584
E1642_184,,0.22931999999999997
E113_3,0.00251,
E192_761,0.9523799999999999,
E1667_279,0.34836999999999996,
E716_633,,0.79198
E808_247,0.30827,
E883_587,0.73434,
E1900_738,,0.92356
E199_379,0.47368000000000005,
E15_499,,0.6240600000000001
E1045_255,0.3183,
E264_576,0.72055,
E365_101,0.12531,
E97_54,0.06642,
E1975_344,,0.42982
E1299_411,0.51378,
E479_273,0.34085,
E718_224,0.27945,
E1418_560,0.7005,
E633_368,0.4599,
E151_321,,0.401
E1724_397,,0.49623999999999996
E112_250,,0.31203000000000003
E797_283,,0.35338
E146_372,0.46491000000000005,
E1018_383,0.4787,
E1272_690,0.86341,
E1774_732,0.91604,
E1486_585,0.73183,
E631_232,0.28947,
E1477_64,,0.07895
E460_465,0.58145,
E554_103,0.12782000000000002,
E1352_729,0.91228,
E1776_58,,0.07143
E1548_301,,0.37594
E1930_430,,0.53759
E1739_388,,0.48496000000000006
E1367_79,0.09774,
E1804_747,0.93484,
E656_291,,0.36341
E1929_605,0.75689,
E53_136,0.16917000000000001,
E482_343,0.42857,
E926_464,0.5802,
E1636_286,0.35714,
E242_766,0.95865,
E1227_428,0.53509,
E1071_214,,0.26692
E860_244,,0.30451
E1593_23,0.027569999999999997,
E1695_175,0.21805,
E923_420,0.5250600000000001,
E141_159,,0.19799
E494_155,0.19297999999999998,
E1286_213,,0.26566
E1393_111,0.13784000000000002,
E1610_552,0.69048,
E105_582,,0.72807
E72_318,0.39724,
E401_236,,0.29449000000000003
E277_754,0.9436100000000001,
E1127_114,0.1416,
E1657_66,0.08145,
E1635_16,0.0188,
E246_140,,0.17419
E257_360,0.44987,
E130_141,0.17544,
E1187_331,0.41353,
E1753_290,,0.36216
E1278_716,,0.89599
E1869_742,0.9285700000000001,
E1908_626,,0.7832100000000001
E1172_419,0.52381,
E1052_132,0.16416,
E575_492,,0.61529
E1646_98,,0.12155
E1213_221,,0.27569
E1193_685,0.85714,
E217_86,0.10652,
E421_384,0.47995,
E282_703,,0.8797
E1155_132,,0.16416
E1261_71,0.08772,
E547_14,0.01629,
E1950_437,0.54637,
E1176_148,0.18420999999999998,
E1388_113,,0.14035
E1980_720,,0.9009999999999999
E1253_560,0.7005,
E1981_234,,0.29198
E1216_73,,0.09022999999999999
E979_93,,0.11529
E1624_752,0.9411,
E734_402,0.50251,
E134_378,,0.47243
E879_257,,0.3208
E1084_249,0.31078,
E163_603,,0.75439
E1861_136,,0.16917000000000001
E1361_650,0.81328,
E1523_479,0.599,
E720_310,0.38722,
E1044_492,0.61529,
E445_543,0.6792,
E735_303,0.37845,
E743_133,0.16541,
E1210_526,,0.65789
E1542_551,,0.6892199999999999
E1304_441,,0.55138
E1067_444,,0.55514
E847_762,0.95363,
E1033_415,,0.5188
E227_453,,0.56642
E921_273,,0.34085
E402_762,0.95363,
E1896_321,,0.401
E1511_46,,0.056389999999999996
E745_139,0.17293,
E1434_396,0.49499,
E298_70,,0.08647
E1212_543,0.6792,
E1099_145,,0.18045
E432_204,,0.25439
E636_724,,0.90602
E1086_338,0.42231,
E1924_747,,0.93484
E951_35,0.04261,
E1404_798,0.99875,
E1377_319,,0.3985
E20_731,,0.91479
E180_444,0.55514,
E1677_421,0.52632,
E1129_744,,0.9310799999999999
E19_650,0.81328,
E1320_483,,0.60401
E713_127,0.15789,
E980_264,0.32957,
E1353_71,,0.08772
E1666_205,,0.25564000000000003
E0_21,,0.02506
E1011_290,0.36216,
E356_637,0.79699,
E255_515,0.6441100000000001,
E429_754,,0.9436100000000001
E1570_292,0.36466,
E1586_770,,0.9636600000000001
E1696_543,0.6792,
E256_541,0.67669,
E1577_524,,0.6553899999999999
E1637_322,0.40226,
E1584_742,0.9285700000000001,
E969_418,0.52256,
E1334_286,,0.35714
E943_705,0.88221,
E1680_337,0.42105,
E1470_553,,0.6917300000000001
E1195_222,0.27694,
E529_297,0.37093000000000004,
E1297_15,,0.01754
E789_505,0.63158,
E363_682,,0.8533799999999999
E369_538,0.67293,
E972_204,,0.25439
E1707_578,,0.72306
E1222_336,0.4198,
E759_68,0.08396,
E187_161,0.2005,
E1995_310,0.38722,
E1879_678,0.8483700000000001,
E1379_230,0.28697,
E136_206,0.25689,
E238_273,0.34085,
E1744_154,0.19172999999999998,
E657_101,0.12531,
E962_777,,0.9724299999999999
E1828_756,,0.9461200000000001
E1165_177,0.22055,
E930_727,0.9097700000000001,
E234_646,0.8082699999999999,
E32_92,0.11404,
E1345_56,,0.06892000000000001
E106_617,,0.77193
E1970_44,,0.05388
E1788_138,,0.17168
E1104_191,0.2381,
E518_683,,0.85464
E1310_728,0.9110299999999999,
E1443_403,0.50376,
E486_620,0.77569,
E1514_494,0.61779,
E551_344,0.42982,
E1049_296,0.36967,
E1911_117,0.14536,
E1541_186,,0.23183
E1456_179,0.22305999999999998,
E643_543,0.6792,
E1878_720,,0.9009999999999999
E1580_308,0.38471,
E1957_215,,0.26816999999999996
E614_80,0.099,
E1704_778,0.9736799999999999,
E108_442,0.5526300000000001,
E16_185,,0.23058
E1723_504,0.6303300000000001,
E481_339,0.42356000000000005,
E1465_788,0.9862200000000001,
E1524_682,,0.8533799999999999
E1445_566,0.70802,
E1040_341,,0.42607
E1956_32,,0.03885
E263_125,,0.15539
E1141_681,0.8521299999999999,
E73_91,0.11277999999999999,
E654_613,,0.7669199999999999
E160_779,,0.9749399999999999
E1951_516,0.64536,
E14_361,0.45113000000000003,
E606_528,,0.6604
E1220_302,0.37719,
E1027_621,,0.77694
E443_349,0.43609,
E34_765,,0.95739
E93_709,,0.8872200000000001
E1057_418,0.52256,
E381_358,0.44737,
E1357_182,0.22682,
E576_31,0.03759,
E1741_82,0.1015,
E367_148,0.18420999999999998,
E159_51,0.06266000000000001,
E830_461,0.57644,
E1660_446,0.5576399999999999,
E902_98,0.12155,
E649_473,,0.59148
E1466_370,0.46241000000000004,
E1992_550,,0.68797
E788_30,0.03634,
E795_76,0.09398,
E471_301,,0.37594
E176_85,,0.10525999999999999
E299_108,0.13409000000000001,
E1961_60,0.07393,
E864_102,,0.12657000000000002
E1767_623,,0.77945
E756_467,0.58396,
E582_47,,0.05764
E520_149,,0.18545999999999999
E1779_750,0.9386,
E1897_787,,0.9849600000000001
E410_488,,0.61028
E1495_355,,0.44361000000000006
E952_224,0.27945,
E286_50,,0.0614
E1328_225,,0.2807
E1933_665,,0.8320799999999999
E1340_341,,0.42607
E691_655,,0.81955
E500_702,,0.87845
E1457_191,,0.2381
E493_312,0.38971999999999996,
E1945_482,0.6027600000000001,
E51_502,,0.6278199999999999
E56_26,0.031330000000000004,
E1401_92,,0.11404
E448_581,0.72682,
E1887_108,0.13409000000000001,
E332_665,,0.8320799999999999
E688_533,0.66667,
E1525_776,0.9711799999999999,
E626_790,,0.98872
E1840_643,0.8045100000000001,
E221_119,,0.14787
E1115_286,0.35714,
E347_406,0.50752,
E758_468,0.58521,
E835_210,,0.2619
E1268_323,,0.40351
E731_97,0.1203,
E288_148,0.18420999999999998,
E703_148,0.18420999999999998,
E259_12,,0.01378
E1337_307,0.38345999999999997,
E540_293,,0.36591
E638_161,,0.2005
E1852_424,,0.53008
E453_690,,0.86341
E1406_793,,0.9924799999999999
E499_402,,0.50251
E1237_55,0.06767000000000001,
E1262_762,0.95363,
E1988_142,0.17669,
E754_763,,0.95489
E215_685,0.85714,
E1150_27,,0.03258
E1521_473,0.59148,
E1431_429,0.5363399999999999,
E91_81,,0.10025
E1734_406,,0.50752
E1871_421,0.52632,
E104_137,,0.17043
E999_736,0.92105,
E1773_711,,0.8897200000000001
E628_171,0.21303000000000002,
E1365_769,,0.96241
E244_296,0.36967,
E810_304,0.3797,
E225_511,0.6391,
E1007_93,,0.11529
E1842_575,,0.7193
E361_157,,0.19549
E1582_744,0.9310799999999999,
E1645_456,0.57018,
E535_21,,0.02506
E1209_364,0.45488999999999996,
E210_409,0.5112800000000001,
E185_88,0.10902,
E350_530,,0.66291
E965_464,0.5802,
E1882_107,,0.13283
E1441_258,0.32206,
E1381_133,0.16541,
E1752_60,,0.07393
E426_46,0.056389999999999996,
E1668_386,,0.48246000000000006
E313_66,0.08145,
E213_274,,0.34210999999999997
E1821_764,0.95614,
E1302_579,0.72431,
E1720_194,,0.24185
E978_394,0.49248000000000003,
E1920_416,0.52005,
E1190_254,0.31704,
E866_432,,0.5401
E1841_271,,0.33835
E1711_740,0.9260700000000001,
E635_198,,0.24686999999999998
E769_775,,0.9699200000000001
E1424_511,0.6391,
E1221_593,0.74185,
E899_320,,0.39975
E1098_467,,0.58396
E579_444,,0.55514
E1843_500,,0.62531
E1820_43,,0.052629999999999996
E1374_783,0.97995,
E1716_94,0.11654,
E101_595,,0.74436
E1588_18,,0.0213
E1259_158,0.19674,
E1618_209,0.26065,
E1527_120,0.14912,
E1399_757,,0.94737
E1409_6,,0.00627
E1942_524,,0.6553899999999999
E463_161,0.2005,
E1485_316,0.39474000000000004,
E1818_199,,0.24811999999999998
E464_641,0.80201,
E1201_409,,0.5112800000000001
E224_359,,0.44861999999999996
E1244_622,0.7782,
E561_212,,0.26441
E1547_354,,0.44236000000000003
E644_439,0.54887,
E1065_706,0.88346,
E904_776,0.9711799999999999,
E600_249,,0.31078
E418_638,0.79825,
E647_695,,0.86967
E1932_176,0.2193,
E1763_743,0.9298200000000001,
E660_530,,0.66291
E1012_129,0.1604,
E1275_55,,0.06767000000000001
E1535_766,,0.95865
E1836_313,0.39098,
E306_449,,0.5614
E537_763,,0.95489
E1795_759,,0.9498700000000001
E394_107,0.13283,
E1944_101,0.12531,
E1862_654,0.8183,
E1269_578,0.72306,
E1186_656,0.8208,
E1436_29,,0.035089999999999996
E1005_371,0.46366,
E562_796,0.99624,
E523_310,0.38722,
E1544_632,,0.79073
E214_421,0.52632,
E1136_33,0.0401,
E208_529,0.66165,
E666_324,0.40476,
E725_773,0.9674200000000001,
E608_394,,0.49248000000000003
E1496_634,,0.79323
E1055_722,0.90351,
E741_384,0.47995,
E1745_687,0.85965,
E1674_762,,0.95363
E1448_680,0.85088,
E1105_168,0.20926999999999998,
E794_611,,0.76441
E496_487,0.60902,
E925_76,0.09398,
E1398_693,,0.8671700000000001
E1132_158,0.19674,
E1118_420,,0.5250600000000001
E1058_360,,0.44987
E1075_590,,0.7381
E1158_329,0.41103,
E752_167,0.20801999999999998,
E1382_134,0.16667,
E1319_328,,0.40976999999999997
E1062_334,0.41728999999999994,
E1226_753,0.9423600000000001,
E1533_503,,0.62907
E1420_332,,0.41478999999999994
E450_794,,0.9937299999999999
E632_7,0.007520000000000001,
E1019_30,0.03634,
E791_665,0.8320799999999999,
E1031_284,0.35464,
E12_79,0.09774,
E536_73,,0.09022999999999999
E162_197,,0.24561
E958_170,0.21178000000000002,
E1754_19,,0.02256
E1042_208,,0.2594
E1194_278,0.34712,
E22_256,0.31955,
E696_82,,0.1015
E505_394,,0.49248000000000003
E395_353,0.4411,
E623_171,0.21303000000000002,
E1715_369,0.46115,
E178_189,0.23559000000000002,
E1590_775,,0.9699200000000001
E1316_321,0.401,
E1564_70,0.08647,
E981_489,0.61153,
E627_591,,0.73935
E1243_274,0.34210999999999997,
E1264_426,0.53258,
E721_652,0.81579,
E865_4,0.0037600000000000003,
E339_330,0.41228000000000004,
E1054_623,0.77945,
E1860_120,0.14912,
E1452_606,0.75815,
E200_304,0.3797,
E1247_690,,0.86341
E524_747,,0.93484
E586_217,0.27068000000000003,
E566_390,0.48746999999999996,
E989_684,,0.8558899999999999
E1355_296,,0.36967
E694_479,0.599,
E1041_452,0.56516,
E1074_587,0.73434,
E624_509,,0.63659
E787_592,0.7406,
E1940_32,0.03885,
E1768_375,0.46867,
E838_701,,0.8771899999999999
E662_422,,0.52757
E1851_798,,0.99875
E1585_653,,0.81704
E186_173,0.21554,
E1148_81,0.10025,
E642_165,0.20551,
E987_143,0.17794000000000001,
E1405_653,0.81704,
E362_773,0.9674200000000001,
E855_196,0.24436,
E349_29,0.035089999999999996,
E548_260,,0.32456
E1472_34,0.04135,
E488_778,0.9736799999999999,
E619_676,,0.8458600000000001
E596_391,0.48872,
E147_76,,0.09398
E829_676,,0.8458600000000001
E1257_76,,0.09398
E914_634,0.79323,
E897_578,0.72306,
E712_332,0.41478999999999994,
E338_766,0.95865,
E1218_232,,0.28947
E266_518,,0.64787
E1266_720,0.9009999999999999,
E1829_716,,0.89599
E50_328,,0.40976999999999997
E1968_687,0.85965,
E534_133,,0.16541
E884_74,0.09147999999999999,
E139_456,,0.57018
E1168_52,0.06391000000000001,
E129_591,0.73935,
E595_780,0.97619,
E1778_8,0.00877,
E340_60,0.07393,
E515_776,0.9711799999999999,
E211_588,,0.73559
E705_532,0.6654100000000001,
E1239_213,0.26566,
E174_504,,0.6303300000000001
E1327_610,0.7631600000000001,
E1850_782,0.9787,
E261_28,0.03383,
E545_711,0.8897200000000001,
E193_193,0.2406,
E1181_154,,0.19172999999999998
E1338_387,0.48371000000000003,
E739_545,,0.6817
E990_682,0.8533799999999999,
E1251_429,0.5363399999999999,
E1799_486,0.60777,
E1144_114,,0.1416
E1573_782,0.9787,
E1455_6,,0.00627
E1868_797,0.99749,
E269_703,0.8797,
E183_604,0.75564,
E287_318,0.39724,
E1422_250,0.31203000000000003,
E1848_525,,0.65664
E1298_157,0.19549,
E1817_233,0.29073000000000004,
E1306_60,0.07393,
E284_346,,0.43233
E385_193,0.2406,
E128_598,,0.74812
E64_770,,0.9636600000000001
E927_341,,0.42607
E828_657,0.82206,
E1738_464,,0.5802
E1652_480,0.60025,
E859_495,,0.61905
E389_331,0.41353,
E531_323,,0.40351
E152_561,,0.70175
E664_238,,0.29699000000000003
E393_240,0.2995,
E79_170,,0.21178000000000002
E1094_606,0.75815,
E802_396,0.49499,
E1173_247,0.30827,
E1426_274,,0.34210999999999997
E1746_584,0.73058,
E189_230,,0.28697
E489_310,0.38722,
E425_72,0.08897000000000001,
E1531_692,0.8659100000000001,
E881_420,0.5250600000000001,
E1690_466,,0.5827100000000001
E374_524,,0.6553899999999999
E484_168,,0.20926999999999998
E1758_599,0.74937,
E52_537,0.67168,
E849_493,,0.61654
E1010_153,,0.19047999999999998
E1647_438,,0.54762
E1513_269,0.33584,
E1529_465,,0.58145
E1079_557,0.6967399999999999,
E131_374,,0.46742
E1993_357,,0.44611999999999996
E1863_546,,0.68296
E1407_547,,0.68421
E1203_312,0.38971999999999996,
E603_618,,0.77318
E492_273,,0.34085
E291_381,,0.47618999999999995
E455_73,0.09022999999999999,
E1703_331,0.41353,
E485_262,,0.32706999999999997
E294_494,0.61779,
E858_96,0.11905,
E125_333,,0.41603999999999997
E986_356,0.44486000000000003,
E861_175,0.21805,
E544_637,0.79699,
E1231_716,,0.89599
E1095_481,,0.6015
E1032_754,,0.9436100000000001
E953_444,0.55514,
E1130_298,,0.37218
E516_223,,0.2782
E814_767,0.9599,
E1822_388,,0.48496000000000006
E400_254,,0.31704
E1972_343,,0.42857
E1089_792,,0.9912299999999999
E1917_124,,0.15414
E276_358,0.44737,
E1137_334,,0.41728999999999994
E144_87,0.10777,
E543_223,0.2782,
E616_762,0.95363,
E1_467,0.58396,
E680_530,,0.66291
E738_472,,0.59023
E503_363,,0.45363000000000003
E1830_376,,0.46992
E1633_441,,0.55138
E468_378,,0.47243
E1156_453,0.56642,
E308_453,,0.56642
E236_532,0.6654100000000001,
E898_733,,0.9172899999999999
E868_610,,0.7631600000000001
E820_346,,0.43233
E404_315,,0.39348
E1281_263,0.32832,
E1021_591,,0.73935
E1491_422,,0.52757
E1335_561,0.70175,
E1097_799,,1.0
E1408_45,,0.055139999999999995
E525_169,,0.21053000000000002
E1022_605,0.75689,
E304_112,,0.1391
E206_85,,0.10525999999999999
E798_192,,0.23935
E905_165,0.20551,
E1902_84,0.10400999999999999,
E140_439,0.54887,
E1164_764,0.95614,
E1462_246,0.30701999999999996,
E1839_671,0.8396,
E1282_376,,0.46992
E683_300,,0.37469
E1664_598,0.74812,
E572_561,,0.70175
E1204_697,0.87218,
E1069_47,0.05764,
E533_763,,0.95489
E1207_10,0.01128,
E1682_197,,0.24561
E809_294,,0.36717
E203_221,,0.27569
E840_72,0.08897000000000001,
E917_667,,0.8345899999999999
E1432_479,0.599,
E1199_411,,0.51378
E1254_118,,0.14662
E1043_293,0.36591,
E301_399,,0.49875
E1602_399,0.49875,
E100_126,0.15664,
E1487_775,,0.9699200000000001
E272_368,0.4599,
E818_751,0.93985,
E1909_62,0.07644,
E976_357,0.44611999999999996,
E1528_380,,0.47494
E973_574,,0.71805
E1030_678,,0.8483700000000001
E1859_137,,0.17043
E1322_674,0.84336,
E265_358,,0.44737
E1520_321,,0.401
E1815_237,0.29574,
E1308_47,,0.05764
E434_54,,0.06642
E1632_622,0.7782,
E737_223,0.2782,
E1425_193,,0.2406
E826_698,,0.8734299999999999
E901_716,,0.89599
E783_507,0.6340899999999999,
E512_185,,0.23058
E1890_355,,0.44361000000000006
E1138_755,0.94486,
E1228_765,,0.95739
E278_530,,0.66291
E1125_772,,0.9661700000000001
E360_692,0.8659100000000001,
E806_777,,0.9724299999999999
E1777_247,0.30827,
E711_462,0.5776899999999999,
E181_516,,0.64536
E59_440,,0.55013
E1362_324,0.40476,
E1571_350,0.43733999999999995,
E522_652,,0.81579
E950_472,0.59023,
E156_192,,0.23935
E1881_607,,0.7594
E968_679,0.84962,
E416_430,,0.53759
E1893_603,,0.75439
E1793_400,0.5,
E1701_289,,0.3609
E1403_234,0.29198,
E1858_534,0.66792,
E511_564,0.7055100000000001,
E800_726,,0.9085200000000001
E1417_673,,0.84211
E1857_510,0.63784,
E1179_384,,0.47995
E997_661,0.8270700000000001,
E867_583,,0.72932
E824_336,,0.4198
E1107_168,0.20926999999999998,
E1474_640,0.80075,
E283_134,0.16667,
E1790_518,,0.64787
E331_790,,0.98872
E382_352,,0.43985
E1557_413,0.5162899999999999,
E946_628,,0.78571
E1476_504,0.6303300000000001,
E792_723,0.90476,
E1874_597,0.74687,
E1967_598,0.74812,
E1003_282,,0.35213
E351_117,,0.14536
E612_200,,0.24936999999999998
E470_250,,0.31203000000000003
E639_196,,0.24436
E1315_698,0.8734299999999999,
E334_674,,0.84336
E31_739,,0.92481
E1123_294,0.36717,
E164_725,,0.90727
E405_103,0.12782000000000002,
E219_251,,0.31328
E1182_646,,0.8082699999999999
E391_339,0.42356000000000005,
E274_730,,0.91353
E292_698,,0.8734299999999999
E390_663,0.82957,
E457_519,,0.64912
E1546_625,0.78195,
E1568_350,,0.43733999999999995
E1356_439,0.54887,
E591_239,0.29825,
E1702_674,0.84336,
E1205_646,,0.8082699999999999
E1006_306,0.38221,
E1324_788,0.9862200000000001,
E1775_482,0.6027600000000001,
E983_111,0.13784000000000002,
E506_172,0.21429,
E891_760,0.9511299999999999,
E1025_378,,0.47243
E1439_527,0.65915,
E1162_22,0.02632,
E1192_644,,0.80576
E1000_624,0.7807,
E345_381,0.47618999999999995,
E111_132,0.16416,
E1309_278,0.34712,
E1846_241,0.30075,
E420_598,0.74812,
E1235_166,,0.20676999999999998
E1506_102,,0.12657000000000002
E1594_772,,0.9661700000000001
E723_416,0.52005,
E813_181,,0.22555999999999998
E668_513,,0.6416
E166_739,0.92481,
E648_615,0.76942,
E1623_449,,0.5614
E1955_778,0.9736799999999999,
E9_656,,0.8208
E650_109,0.13534000000000002,
E1663_234,0.29198,
E122_313,,0.39098
E1792_389,,0.48622
E4_714,,0.8934799999999999
E896_774,0.96867,
E1982_365,0.45614,
E1545_479,,0.599
E191_632,0.79073,
E590_507,0.6340899999999999,
E1692_570,,0.71303
E1948_438,,0.54762
E1119_320,,0.39975
E1984_769,,0.96241
E555_157,0.19549,
E121_8,0.00877,
E1510_590,0.7381,
E1689_556,0.6954899999999999,
E1289_48,,0.0589
E935_93,,0.11529
E480_186,0.23183,
E822_596,,0.74561
E21_509,0.63659,
E618_499,,0.6240600000000001
E474_558,,0.69799
E1894_338,,0.42231
E1906_664,0.83083,
